course,lesson_ref,task_family_type,phase,work_mode,protected,authority_classification,authority_reason,protection_classification,semantic_analyzer_used,learner_visible_solution_example_refs,trusted_authority_refs,comparison_status
ma-g10-technology,ma-g10-technology-u05-l06,applied_project/ANALYSIS_OR_DESIGN,Correction and reflection,CORRECT,false,OPEN_ENDED_RUBRIC_AUTHORITY,EXPLICIT_NON_PROTECTED_OPEN_ENDED_RUBRIC_NO_FIXED_RESPONSE_AUTHORITY,EXPLICIT_NON_PROTECTED_OPEN_ENDED_RUBRIC_NO_FIXED_RESPONSE_AUTHORITY,NON_CODE_AUTHORITY_DELIVERABLE_R4,curriculum-production/student-work/technology-arts-lessons/packages/technology/grade-10/ma-g10-technology-u05-l06.task-package.json#activitySetup.debugging_target.target|curriculum-production/student-work/technology-arts-lessons/packages/technology/grade-10/ma-g10-technology-u05-l06.task-package.json#activitySetup.debugging_target.passing_change,,PASS_EXPLICIT_NON_PROTECTED_OPEN_ENDED_NO_FIXED_RESPONSE
ma-g10-technology,ma-g10-technology-u06-l01,debugging_and_testing/ANALYSIS_OR_DESIGN,Launch and diagnostic,PROBE,false,OPEN_ENDED_RUBRIC_AUTHORITY,EXPLICIT_NON_PROTECTED_OPEN_ENDED_RUBRIC_NO_FIXED_RESPONSE_AUTHORITY,EXPLICIT_NON_PROTECTED_OPEN_ENDED_RUBRIC_NO_FIXED_RESPONSE_AUTHORITY,NON_CODE_AUTHORITY_DELIVERABLE_R4,curriculum-production/student-work/technology-arts-lessons/packages/technology/grade-10/ma-g10-technology-u06-l01.task-package.json#activitySetup.debugging_target.target|curriculum-production/student-work/technology-arts-lessons/packages/technology/grade-10/ma-g10-technology-u06-l01.task-package.json#activitySetup.debugging_target.passing_change,,PASS_EXPLICIT_NON_PROTECTED_OPEN_ENDED_NO_FIXED_RESPONSE
ma-g10-technology,ma-g10-technology-u06-l02,debugging_and_testing/CODE_OR_DEBUG,Explicit model,MODEL,false,EXECUTABLE_REPAIR_AUTHORITY,EXPLICIT_NON_PROTECTED_LABELLED_MODEL_FORMATIVE_NO_PENALTY,EXPLICIT_NON_PROTECTED_LABELLED_MODEL_FORMATIVE_NO_PENALTY,JAVASCRIPT_SCOPE_BINDING_AST_R4,curriculum-production/student-work/technology-arts-lessons/packages/technology/grade-10/ma-g10-technology-u06-l02.task-package.json#rubricCriteria.2|curriculum-production/student-work/technology-arts-lessons/packages/technology/grade-10/ma-g10-technology-u06-l02.task-package.json#activitySetup.debugging_target.passing_change|curriculum-production/student-work/technology-arts-lessons/packages/technology/grade-10/ma-g10-technology-u06-l02.task-package.json#activitySetup.debugging_target.solution_status|curriculum-production/student-work/technology-arts-lessons/packages/technology/grade-10/ma-g10-technology-u06-l02.task-package.json#sections.10.prompts.2,curriculum-production/student-work/technology-arts-lessons/scoring-guides/technology/grade-10/ma-g10-technology-u06-l02.scoring-guide.json#trusted_solution_reference.exact_repair|curriculum-production/student-work/technology-arts-lessons/scoring-guides/technology/grade-10/ma-g10-technology-u06-l02.scoring-guide.json#trusted_solution_reference.validation_tests,PASS_NON_PROTECTED_LABELLED_WORKED_EXAMPLE
ma-g10-technology,ma-g10-technology-u06-l03,debugging_and_testing/ANALYSIS_OR_DESIGN,Guided practice,GUIDED,false,OPEN_ENDED_RUBRIC_AUTHORITY,EXPLICIT_NON_PROTECTED_OPEN_ENDED_RUBRIC_NO_FIXED_RESPONSE_AUTHORITY,EXPLICIT_NON_PROTECTED_OPEN_ENDED_RUBRIC_NO_FIXED_RESPONSE_AUTHORITY,NON_CODE_AUTHORITY_DELIVERABLE_R4,curriculum-production/student-work/technology-arts-lessons/packages/technology/grade-10/ma-g10-technology-u06-l03.task-package.json#activitySetup.debugging_target.target|curriculum-production/student-work/technology-arts-lessons/packages/technology/grade-10/ma-g10-technology-u06-l03.task-package.json#activitySetup.debugging_target.passing_change,,PASS_EXPLICIT_NON_PROTECTED_OPEN_ENDED_NO_FIXED_RESPONSE
ma-g10-technology,ma-g10-technology-u06-l04,debugging_and_testing/ANALYSIS_OR_DESIGN,Application or project,BUILD,false,OPEN_ENDED_RUBRIC_AUTHORITY,EXPLICIT_NON_PROTECTED_OPEN_ENDED_RUBRIC_NO_FIXED_RESPONSE_AUTHORITY,EXPLICIT_NON_PROTECTED_OPEN_ENDED_RUBRIC_NO_FIXED_RESPONSE_AUTHORITY,NON_CODE_AUTHORITY_DELIVERABLE_R4,curriculum-production/student-work/technology-arts-lessons/packages/technology/grade-10/ma-g10-technology-u06-l04.task-package.json#activitySetup.debugging_target.target|curriculum-production/student-work/technology-arts-lessons/packages/technology/grade-10/ma-g10-technology-u06-l04.task-package.json#activitySetup.debugging_target.passing_change,,PASS_EXPLICIT_NON_PROTECTED_OPEN_ENDED_NO_FIXED_RESPONSE
ma-g10-technology,ma-g10-technology-u06-l05,debugging_and_testing/ANALYSIS_OR_DESIGN,Mastery check,DEMONSTRATE,false,OPEN_ENDED_RUBRIC_AUTHORITY,EXPLICIT_NON_PROTECTED_OPEN_ENDED_RUBRIC_NO_FIXED_RESPONSE_AUTHORITY,EXPLICIT_NON_PROTECTED_OPEN_ENDED_RUBRIC_NO_FIXED_RESPONSE_AUTHORITY,NON_CODE_AUTHORITY_DELIVERABLE_R4,curriculum-production/student-work/technology-arts-lessons/packages/technology/grade-10/ma-g10-technology-u06-l05.task-package.json#rubricCriteria.0|curriculum-production/student-work/technology-arts-lessons/packages/technology/grade-10/ma-g10-technology-u06-l05.task-package.json#activitySetup.debugging_target.target|curriculum-production/student-work/technology-arts-lessons/packages/technology/grade-10/ma-g10-technology-u06-l05.task-package.json#activitySetup.debugging_target.passing_change|curriculum-production/student-work/technology-arts-lessons/packages/technology/grade-10/ma-g10-technology-u06-l05.task-package.json#sections.10.prompts.0,,PASS_EXPLICIT_NON_PROTECTED_OPEN_ENDED_NO_FIXED_RESPONSE
ma-g10-technology,ma-g10-technology-u06-l06,debugging_and_testing/ANALYSIS_OR_DESIGN,Correction and reflection,CORRECT,false,OPEN_ENDED_RUBRIC_AUTHORITY,EXPLICIT_NON_PROTECTED_OPEN_ENDED_RUBRIC_NO_FIXED_RESPONSE_AUTHORITY,EXPLICIT_NON_PROTECTED_OPEN_ENDED_RUBRIC_NO_FIXED_RESPONSE_AUTHORITY,NON_CODE_AUTHORITY_DELIVERABLE_R4,curriculum-production/student-work/technology-arts-lessons/packages/technology/grade-10/ma-g10-technology-u06-l06.task-package.json#activitySetup.debugging_target.target|curriculum-production/student-work/technology-arts-lessons/packages/technology/grade-10/ma-g10-technology-u06-l06.task-package.json#activitySetup.debugging_target.passing_change,,PASS_EXPLICIT_NON_PROTECTED_OPEN_ENDED_NO_FIXED_RESPONSE
ma-g11-technology,ma-g11-technology-u01-l01,debugging_and_testing/ANALYSIS_OR_DESIGN,Launch and diagnostic,PROBE,false,OPEN_ENDED_RUBRIC_AUTHORITY,EXPLICIT_NON_PROTECTED_OPEN_ENDED_RUBRIC_NO_FIXED_RESPONSE_AUTHORITY,EXPLICIT_NON_PROTECTED_OPEN_ENDED_RUBRIC_NO_FIXED_RESPONSE_AUTHORITY,NON_CODE_AUTHORITY_DELIVERABLE_R4,curriculum-production/student-work/technology-arts-lessons/packages/technology/grade-11/ma-g11-technology-u01-l01.task-package.json#activitySetup.debugging_target.target|curriculum-production/student-work/technology-arts-lessons/packages/technology/grade-11/ma-g11-technology-u01-l01.task-package.json#activitySetup.debugging_target.passing_change,,PASS_EXPLICIT_NON_PROTECTED_OPEN_ENDED_NO_FIXED_RESPONSE
ma-g11-technology,ma-g11-technology-u01-l02,debugging_and_testing/CODE_OR_DEBUG,Explicit model,MODEL,false,EXECUTABLE_REPAIR_AUTHORITY,EXPLICIT_NON_PROTECTED_LABELLED_MODEL_FORMATIVE_NO_PENALTY,EXPLICIT_NON_PROTECTED_LABELLED_MODEL_FORMATIVE_NO_PENALTY,JAVASCRIPT_SCOPE_BINDING_AST_R4,curriculum-production/student-work/technology-arts-lessons/packages/technology/grade-11/ma-g11-technology-u01-l02.task-package.json#rubricCriteria.2|curriculum-production/student-work/technology-arts-lessons/packages/technology/grade-11/ma-g11-technology-u01-l02.task-package.json#activitySetup.debugging_target.passing_change|curriculum-production/student-work/technology-arts-lessons/packages/technology/grade-11/ma-g11-technology-u01-l02.task-package.json#activitySetup.debugging_target.solution_status|curriculum-production/student-work/technology-arts-lessons/packages/technology/grade-11/ma-g11-technology-u01-l02.task-package.json#sections.10.prompts.2,curriculum-production/student-work/technology-arts-lessons/scoring-guides/technology/grade-11/ma-g11-technology-u01-l02.scoring-guide.json#trusted_solution_reference.exact_repair|curriculum-production/student-work/technology-arts-lessons/scoring-guides/technology/grade-11/ma-g11-technology-u01-l02.scoring-guide.json#trusted_solution_reference.validation_tests,PASS_NON_PROTECTED_LABELLED_WORKED_EXAMPLE
ma-g11-technology,ma-g11-technology-u01-l03,debugging_and_testing/CODE_OR_DEBUG,Guided practice,GUIDED,true,EXECUTABLE_REPAIR_AUTHORITY,PROTECTED_EXECUTABLE_REPAIR_AUTHORITY,PROTECTED_EXECUTABLE_REPAIR_AUTHORITY,JAVASCRIPT_SCOPE_BINDING_AST_R4,curriculum-production/student-work/technology-arts-lessons/packages/technology/grade-11/ma-g11-technology-u01-l03.task-package.json#activitySetup.central_input.starter_code|curriculum-production/student-work/technology-arts-lessons/packages/technology/grade-11/ma-g11-technology-u01-l03.task-package.json#activitySetup.debugging_target.solution_status,curriculum-production/student-work/technology-arts-lessons/scoring-guides/technology/grade-11/ma-g11-technology-u01-l03.scoring-guide.json#trusted_solution_reference.exact_repair|curriculum-production/student-work/technology-arts-lessons/scoring-guides/technology/grade-11/ma-g11-technology-u01-l03.scoring-guide.json#trusted_solution_reference.validation_tests,PASS_NO_EQUIVALENT_LEARNER_VISIBLE_SOLUTION
ma-g11-technology,ma-g11-technology-u01-l04,debugging_and_testing/ANALYSIS_OR_DESIGN,Application or project,BUILD,false,OPEN_ENDED_RUBRIC_AUTHORITY,EXPLICIT_NON_PROTECTED_OPEN_ENDED_RUBRIC_NO_FIXED_RESPONSE_AUTHORITY,EXPLICIT_NON_PROTECTED_OPEN_ENDED_RUBRIC_NO_FIXED_RESPONSE_AUTHORITY,NON_CODE_AUTHORITY_DELIVERABLE_R4,curriculum-production/student-work/technology-arts-lessons/packages/technology/grade-11/ma-g11-technology-u01-l04.task-package.json#activitySetup.debugging_target.target|curriculum-production/student-work/technology-arts-lessons/packages/technology/grade-11/ma-g11-technology-u01-l04.task-package.json#activitySetup.debugging_target.passing_change,,PASS_EXPLICIT_NON_PROTECTED_OPEN_ENDED_NO_FIXED_RESPONSE
ma-g11-technology,ma-g11-technology-u01-l05,debugging_and_testing/ANALYSIS_OR_DESIGN,Mastery check,DEMONSTRATE,false,OPEN_ENDED_RUBRIC_AUTHORITY,EXPLICIT_NON_PROTECTED_OPEN_ENDED_RUBRIC_NO_FIXED_RESPONSE_AUTHORITY,EXPLICIT_NON_PROTECTED_OPEN_ENDED_RUBRIC_NO_FIXED_RESPONSE_AUTHORITY,NON_CODE_AUTHORITY_DELIVERABLE_R4,curriculum-production/student-work/technology-arts-lessons/packages/technology/grade-11/ma-g11-technology-u01-l05.task-package.json#rubricCriteria.0|curriculum-production/student-work/technology-arts-lessons/packages/technology/grade-11/ma-g11-technology-u01-l05.task-package.json#activitySetup.debugging_target.target|curriculum-production/student-work/technology-arts-lessons/packages/technology/grade-11/ma-g11-technology-u01-l05.task-package.json#activitySetup.debugging_target.passing_change|curriculum-production/student-work/technology-arts-lessons/packages/technology/grade-11/ma-g11-technology-u01-l05.task-package.json#sections.10.prompts.0,,PASS_EXPLICIT_NON_PROTECTED_OPEN_ENDED_NO_FIXED_RESPONSE
ma-g11-technology,ma-g11-technology-u01-l06,debugging_and_testing/ANALYSIS_OR_DESIGN,Correction and reflection,CORRECT,false,OPEN_ENDED_RUBRIC_AUTHORITY,EXPLICIT_NON_PROTECTED_OPEN_ENDED_RUBRIC_NO_FIXED_RESPONSE_AUTHORITY,EXPLICIT_NON_PROTECTED_OPEN_ENDED_RUBRIC_NO_FIXED_RESPONSE_AUTHORITY,NON_CODE_AUTHORITY_DELIVERABLE_R4,curriculum-production/student-work/technology-arts-lessons/packages/technology/grade-11/ma-g11-technology-u01-l06.task-package.json#activitySetup.debugging_target.target|curriculum-production/student-work/technology-arts-lessons/packages/technology/grade-11/ma-g11-technology-u01-l06.task-package.json#activitySetup.debugging_target.passing_change,,PASS_EXPLICIT_NON_PROTECTED_OPEN_ENDED_NO_FIXED_RESPONSE
ma-g11-technology,ma-g11-technology-u02-l01,interface_and_accessibility/CODE_OR_DEBUG,Launch and diagnostic,PROBE,true,EXECUTABLE_REPAIR_AUTHORITY,PROTECTED_EXECUTABLE_REPAIR_AUTHORITY,PROTECTED_EXECUTABLE_REPAIR_AUTHORITY,JAVASCRIPT_SCOPE_BINDING_AST_R4,curriculum-production/student-work/technology-arts-lessons/packages/technology/grade-11/ma-g11-technology-u02-l01.task-package.json#activitySetup.debugging_target.solution_status,curriculum-production/student-work/technology-arts-lessons/scoring-guides/technology/grade-11/ma-g11-technology-u02-l01.scoring-guide.json#trusted_solution_reference.exact_repair|curriculum-production/student-work/technology-arts-lessons/scoring-guides/technology/grade-11/ma-g11-technology-u02-l01.scoring-guide.json#trusted_solution_reference.validation_tests,PASS_NO_EQUIVALENT_LEARNER_VISIBLE_SOLUTION
ma-g11-technology,ma-g11-technology-u02-l02,interface_and_accessibility/CODE_OR_DEBUG,Explicit model,MODEL,false,EXECUTABLE_REPAIR_AUTHORITY,EXPLICIT_NON_PROTECTED_LABELLED_MODEL_FORMATIVE_NO_PENALTY,EXPLICIT_NON_PROTECTED_LABELLED_MODEL_FORMATIVE_NO_PENALTY,JAVASCRIPT_SCOPE_BINDING_AST_R4,curriculum-production/student-work/technology-arts-lessons/packages/technology/grade-11/ma-g11-technology-u02-l02.task-package.json#rubricCriteria.2|curriculum-production/student-work/technology-arts-lessons/packages/technology/grade-11/ma-g11-technology-u02-l02.task-package.json#activitySetup.debugging_target.passing_change|curriculum-production/student-work/technology-arts-lessons/packages/technology/grade-11/ma-g11-technology-u02-l02.task-package.json#activitySetup.debugging_target.solution_status|curriculum-production/student-work/technology-arts-lessons/packages/technology/grade-11/ma-g11-technology-u02-l02.task-package.json#sections.10.prompts.2,curriculum-production/student-work/technology-arts-lessons/scoring-guides/technology/grade-11/ma-g11-technology-u02-l02.scoring-guide.json#trusted_solution_reference.exact_repair|curriculum-production/student-work/technology-arts-lessons/scoring-guides/technology/grade-11/ma-g11-technology-u02-l02.scoring-guide.json#trusted_solution_reference.validation_tests,PASS_NON_PROTECTED_LABELLED_WORKED_EXAMPLE
ma-g11-technology,ma-g11-technology-u02-l03,interface_and_accessibility/CODE_OR_DEBUG,Guided practice,GUIDED,true,EXECUTABLE_REPAIR_AUTHORITY,PROTECTED_EXECUTABLE_REPAIR_AUTHORITY,PROTECTED_EXECUTABLE_REPAIR_AUTHORITY,JAVASCRIPT_SCOPE_BINDING_AST_R4,curriculum-production/student-work/technology-arts-lessons/packages/technology/grade-11/ma-g11-technology-u02-l03.task-package.json#activitySetup.debugging_target.solution_status,curriculum-production/student-work/technology-arts-lessons/scoring-guides/technology/grade-11/ma-g11-technology-u02-l03.scoring-guide.json#trusted_solution_reference.exact_repair|curriculum-production/student-work/technology-arts-lessons/scoring-guides/technology/grade-11/ma-g11-technology-u02-l03.scoring-guide.json#trusted_solution_reference.validation_tests,PASS_NO_EQUIVALENT_LEARNER_VISIBLE_SOLUTION
ma-g11-technology,ma-g11-technology-u02-l04,interface_and_accessibility/ANALYSIS_OR_DESIGN,Application or project,BUILD,false,OPEN_ENDED_RUBRIC_AUTHORITY,EXPLICIT_NON_PROTECTED_OPEN_ENDED_RUBRIC_NO_FIXED_RESPONSE_AUTHORITY,EXPLICIT_NON_PROTECTED_OPEN_ENDED_RUBRIC_NO_FIXED_RESPONSE_AUTHORITY,NON_CODE_AUTHORITY_DELIVERABLE_R4,curriculum-production/student-work/technology-arts-lessons/packages/technology/grade-11/ma-g11-technology-u02-l04.task-package.json#activitySetup.debugging_target.target|curriculum-production/student-work/technology-arts-lessons/packages/technology/grade-11/ma-g11-technology-u02-l04.task-package.json#activitySetup.debugging_target.passing_change,,PASS_EXPLICIT_NON_PROTECTED_OPEN_ENDED_NO_FIXED_RESPONSE
ma-g11-technology,ma-g11-technology-u02-l05,interface_and_accessibility/CODE_OR_DEBUG,Mastery check,DEMONSTRATE,true,EXECUTABLE_REPAIR_AUTHORITY,PROTECTED_EXECUTABLE_REPAIR_AUTHORITY,PROTECTED_EXECUTABLE_REPAIR_AUTHORITY,JAVASCRIPT_SCOPE_BINDING_AST_R4,curriculum-production/student-work/technology-arts-lessons/packages/technology/grade-11/ma-g11-technology-u02-l05.task-package.json#rubricCriteria.0|curriculum-production/student-work/technology-arts-lessons/packages/technology/grade-11/ma-g11-technology-u02-l05.task-package.json#activitySetup.debugging_target.solution_status|curriculum-production/student-work/technology-arts-lessons/packages/technology/grade-11/ma-g11-technology-u02-l05.task-package.json#sections.10.prompts.0,curriculum-production/student-work/technology-arts-lessons/scoring-guides/technology/grade-11/ma-g11-technology-u02-l05.scoring-guide.json#trusted_solution_reference.exact_repair|curriculum-production/student-work/technology-arts-lessons/scoring-guides/technology/grade-11/ma-g11-technology-u02-l05.scoring-guide.json#trusted_solution_reference.validation_tests,PASS_NO_EQUIVALENT_LEARNER_VISIBLE_SOLUTION
ma-g11-technology,ma-g11-technology-u02-l06,interface_and_accessibility/CODE_OR_DEBUG,Correction and reflection,CORRECT,true,EXECUTABLE_REPAIR_AUTHORITY,PROTECTED_EXECUTABLE_REPAIR_AUTHORITY,PROTECTED_EXECUTABLE_REPAIR_AUTHORITY,JAVASCRIPT_SCOPE_BINDING_AST_R4,curriculum-production/student-work/technology-arts-lessons/packages/technology/grade-11/ma-g11-technology-u02-l06.task-package.json#activitySetup.debugging_target.solution_status,curriculum-production/student-work/technology-arts-lessons/scoring-guides/technology/grade-11/ma-g11-technology-u02-l06.scoring-guide.json#trusted_solution_reference.exact_repair|curriculum-production/student-work/technology-arts-lessons/scoring-guides/technology/grade-11/ma-g11-technology-u02-l06.scoring-guide.json#trusted_solution_reference.validation_tests,PASS_NO_EQUIVALENT_LEARNER_VISIBLE_SOLUTION
ma-g11-technology,ma-g11-technology-u03-l01,interface_and_accessibility/ANALYSIS_OR_DESIGN,Launch and diagnostic,PROBE,false,OPEN_ENDED_RUBRIC_AUTHORITY,EXPLICIT_NON_PROTECTED_OPEN_ENDED_RUBRIC_NO_FIXED_RESPONSE_AUTHORITY,EXPLICIT_NON_PROTECTED_OPEN_ENDED_RUBRIC_NO_FIXED_RESPONSE_AUTHORITY,NON_CODE_AUTHORITY_DELIVERABLE_R4,curriculum-production/student-work/technology-arts-lessons/packages/technology/grade-11/ma-g11-technology-u03-l01.task-package.json#activitySetup.debugging_target.target|curriculum-production/student-work/technology-arts-lessons/packages/technology/grade-11/ma-g11-technology-u03-l01.task-package.json#activitySetup.debugging_target.passing_change,,PASS_EXPLICIT_NON_PROTECTED_OPEN_ENDED_NO_FIXED_RESPONSE
ma-g11-technology,ma-g11-technology-u03-l02,interface_and_accessibility/ANALYSIS_OR_DESIGN,Explicit model,MODEL,false,OPEN_ENDED_RUBRIC_AUTHORITY,EXPLICIT_NON_PROTECTED_OPEN_ENDED_RUBRIC_NO_FIXED_RESPONSE_AUTHORITY,EXPLICIT_NON_PROTECTED_OPEN_ENDED_RUBRIC_NO_FIXED_RESPONSE_AUTHORITY,NON_CODE_AUTHORITY_DELIVERABLE_R4,curriculum-production/student-work/technology-arts-lessons/packages/technology/grade-11/ma-g11-technology-u03-l02.task-package.json#rubricCriteria.2|curriculum-production/student-work/technology-arts-lessons/packages/technology/grade-11/ma-g11-technology-u03-l02.task-package.json#activitySetup.debugging_target.target|curriculum-production/student-work/technology-arts-lessons/packages/technology/grade-11/ma-g11-technology-u03-l02.task-package.json#activitySetup.debugging_target.passing_change|curriculum-production/student-work/technology-arts-lessons/packages/technology/grade-11/ma-g11-technology-u03-l02.task-package.json#sections.10.prompts.2,,PASS_EXPLICIT_NON_PROTECTED_OPEN_ENDED_NO_FIXED_RESPONSE
